volcano_number;volcano_name;primary_volcano_type;last_eruption_year;country;region;subregion;latitude;longitude;elevation;tectonic_settings;evidence_category;major_rock_1;major_rock_2;major_rock_3;major_rock_4;major_rock_5;minor_rock_1;minor_rock_2;minor_rock_3;minor_rock_4;minor_rock_5;population_within_5_km;population_within_10_km;population_within_30_km;population_within_100_km
341021;Socorro;shield;1994;Mexico;México and Central America;Mexico;18.78;-110.95;1050;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;Rhyolite;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;NA;0;0;0;0
326010;Soda Lakes;maar;Unknown;United States;Canada and Western USA;USA (Nevada);39.53;-118.87;1251;Rift zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;1616;11149;25655;557259
357111;Sollipulli;caldera;1240;Chile;South America;Central Chile and Argentina;-38.97;-71.52;2282;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;2971;2971;8904;510741
266030;Soputan;stratovolcano;2020;Indonesia;Indonesia;Sulawesi;1.112;124.737;1785;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;4724;69991;501336;1696768
261120;Sorikmarapi;stratovolcano;1986;Indonesia;Indonesia;Sumatra;0.686;99.539;2145;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;203;1469;90257;1831957
360060;Soufriere Guadeloupe;stratovolcano;1977;France;West Indies;West Indies;16.044;-61.664;1467;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ;Basalt / Picro-Basalt;Rhyolite; ; ;NA;8839;71345;256899;482449
360050;Soufriere Hills;stratovolcano;2013;United Kingdom;West Indies;West Indies;16.72;-62.18;915;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;3006;9401;9458;448929
360150;Soufriere St. Vincent;stratovolcano;1979;Saint Vincent and the Grenadines;West Indies;West Indies;13.33;-61.18;1220;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;1491;15327;103882;291476
390070;Southern Thule;stratovolcano;1975;United Kingdom;Antarctica;Antarctica and South Sandwich Islands;-59.442;-27.225;1075;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;0;0;0;0
320070;Spectrum Range;shield;Unknown;Canada;Canada and Western USA;Canada;57.43;-130.68;2430;Intraplate / Continental crust (>25 km);Evidence Credible;Rhyolite;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ; ; ;NA;0;0;0;386
313040;Spurr;stratovolcano;1992;United States;Alaska;Alaska (southwestern);61.299;-152.251;3374;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Dacite;Basalt / Picro-Basalt;Rhyolite; ;NA;0;0;0;11097
250010;St. Andrew Strait;complex;1957;Papua New Guinea;Melanesia and Australia;Admiralty Islands;-2.38;147.35;270;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Rhyolite; ; ; ; ; ; ; ; ;NA;633;678;2870;47539
360170;St. Catherine;stratovolcano;Unknown;Grenada;West Indies;West Indies;12.15;-61.67;840;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Andesite / Basaltic Andesite;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ;NA;8561;41976;84210;93321
321050;St. Helens;stratovolcano;2008;United States;Canada and Western USA;USA (Washington);46.2;-122.18;2549;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;NA;78;427;2221;2173101
314040;St. Michael;shield;Unknown;United States;Alaska;Alaska (western);63.45;-162.12;715;Intraplate / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;662;662;662;2625
314010;St. Paul Island;shield;-1280;United States;Alaska;Alaska (western);57.18;-170.3;203;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ;Rhyolite; ; ; ;NA;582;582;582;783
211040;Stromboli;stratovolcano;2020;Italy;Mediterranean and Western Asia;Italy;38.789;15.213;924;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyandesite / Basaltic Trachyandesite;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite; ; ;NA;2225;2225;3894;1347563
342160;Suchitan;stratovolcano;Unknown;Guatemala;México and Central America;Guatemala;14.4;-89.78;2042;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;4149;49376;421074;8257118
252090;Sulu Range;stratovolcano;Unknown;Papua New Guinea;Melanesia and Australia;New Britain;-5.5;150.942;610;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite;Rhyolite; ; ; ; ; ;NA;298;1543;15051;135039
352040;Sumaco;stratovolcano;1895;Ecuador;South America;Ecuador;-0.538;-77.626;3990;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Trachybasalt / Tephrite Basanite;Phono-tephrite /  Tephri-phonolite; ; ; ; ; ; ; ;NA;39;324;8384;679867
261180;Sumbing;stratovolcano;1921;Indonesia;Indonesia;Sumatra;-2.414;101.728;2507;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;3;304;49583;1209448
263220;Sumbing;stratovolcano;1730;Indonesia;Indonesia;Java;-7.384;110.07;3371;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;15294;310361;2425607;25707858
284080;Sumisujima;submarine;1916;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;31.44;140.051;136;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Dacite;Basalt / Picro-Basalt;Rhyolite; ; ;Andesite / Basaltic Andesite; ; ; ;NA;0;0;0;0
263210;Sundoro;stratovolcano;1971;Indonesia;Indonesia;Java;-7.3;109.992;3136;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;52462;496751;2086299;24996512
257010;Suretamatai;complex;1966;Vanuatu;Melanesia and Australia;Vanuatu;-13.8;167.47;921;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;68;3509;5555;9242
222110;Suswa;shield;Unknown;Kenya;Africa and Red Sea;Africa (eastern);-1.151;36.357;2356;Rift zone / Continental crust (>25 km);Evidence Credible;Phonolite;Trachyte / Trachydacite; ; ; ;Trachybasalt / Tephrite Basanite; ; ; ;NA;474;4041;105232;6914644
282030;Suwanosejima;stratovolcano;2020;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;29.638;129.714;796;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;107;107;325;1966
273070;Taal;caldera;2020;Philippines;Philippines and SE Asia;Luzon;14.002;120.993;311;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ;Rhyolite; ; ; ;NA;717090;717090;2380326;24814047
355011;Taapaca;complex;-320;Chile;South America;Northern Chile, Bolivia and Argentina;-18.1;-69.5;5860;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;3;87;1994;505369
343072;Taburete;stratovolcano;Unknown;El Salvador;México and Central America;El Salvador and Honduras;13.435;-88.532;1172;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;11815;71829;581517;5543122
341130;Tacana;stratovolcano;1986;Mexico-Guatemala;México and Central America;Mexico;15.132;-92.109;4064;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Trachyandesite / Basaltic Trachyandesite; ; ; ;Dacite;Basalt / Picro-Basalt; ; ;NA;3032;20932;598594;4523701
355010;Tacora;stratovolcano;Unknown;Chile-Peru;South America;Northern Chile, Bolivia and Argentina;-17.72;-69.77;5980;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;7;539;8757;411691
243120;Tafu-Maka;submarine;2008;Tonga;New Zealand to Fiji;Tonga Islands;-15.37;-174.23;-1400;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;1755
342141;Tahual;stratovolcano;Unknown;Guatemala;México and Central America;Guatemala;14.43;-89.9;1716;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;10052;49010;449894;7570087
221010;Tair, Jebel at;stratovolcano;2008;Yemen;Africa and Red Sea;Africa (northeastern) and Red Sea;15.55;41.83;244;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;0;0;14493
285060;Taisetsuzan;stratovolcano;1739;Japan;Japan, Taiwan, Marianas;Hokkaido;43.664;142.854;2291;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;19;119;16391;1304267
283143;Takaharayama;stratovolcano;-4570;Japan;Japan, Taiwan, Marianas;Honshu;36.9;139.777;1795;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;303;4572;381490;8750106
390027;Takahe;shield;-5550;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-76.28;-112.08;3460;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;0;0;0;0
263150;Talagabodas;stratovolcano;Unknown;Indonesia;Indonesia;Java;-7.208;108.07;2201;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;7953;68266;2388005;24525517
261130;Talakmau;complex;Unknown;Indonesia;Indonesia;Sumatra;0.079;99.98;2919;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;75;3261;352639;2728121
261160;Talang;stratovolcano;2007;Indonesia;Indonesia;Sumatra;-0.979;100.681;2575;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;1593;18512;214975;3283153
264040;Tambora;stratovolcano;1967;Indonesia;Indonesia;Lesser Sunda Islands;-8.25;118;2850;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ; ;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ;NA;4156;11331;89006;1036033
311080;Tanaga;stratovolcano;1914;United States;Alaska;Aleutian Islands;51.885;-178.146;1806;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ;Dacite; ; ; ;NA;0;0;0;0
261150;Tandikat-Singgalang;stratovolcano;1924;Indonesia;Indonesia;Sumatra;-0.39;100.331;2854;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Dacite; ; ; ;NA;130;38799;604282;4022932
266130;Tangkoko-Duasudara;stratovolcano;1880;Indonesia;Indonesia;Sulawesi;1.518;125.185;1334;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;445;57792;135761;1227998
263090;Tangkuban Parahu;stratovolcano;2019;Indonesia;Indonesia;Java;-6.77;107.6;2084;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;100608;518822;5729309;32855731
290310;Tao-Rusyr Caldera;stratovolcano;1952;Russia;Kuril Islands;Kuril Islands;49.35;154.7;1325;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;73;83;394
268001;Tarakan;pyroclasticcone;Unknown;Indonesia;Indonesia;Halmahera;1.83;127.83;318;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;18056;23570;85055;360761
241030;Taranaki;stratovolcano;1800;New Zealand;New Zealand to Fiji;New Zealand;-39.3;174.07;2518;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;200;230;77381;104499
303010;Taryatu-Chulutu;volcanicfield;-2980;Mongolia;Kamchatka and Mainland Asia;Mongolia;48.133;99.95;2326;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;Phono-tephrite /  Tephri-phonolite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Andesite / Basaltic Andesite; ; ; ; ;NA;5602;5602;5602;29050
281032;Tatun Volcanic Group;lavadome;648;Taiwan;Japan, Taiwan, Marianas;Taiwan;25.178;121.553;1120;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;5084149;5084149;6735396;9862061
244001;Ta'u;shield;Unknown;United States;New Zealand to Fiji;Samoan and Wallis Islands;-14.23;-169.454;931;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;95;1154;1538;1538
241070;Taupo;caldera;260;New Zealand;New Zealand to Fiji;New Zealand;-38.82;176;760;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite; ; ; ; ;Dacite;Basalt / Picro-Basalt; ; ;NA;21456;21456;26674;161966
245010;Taveuni;shield;1550;Fiji;New Zealand to Fiji;Fiji Islands;-16.82;-179.97;1241;Subduction zone / Crustal thickness unknown;Eruption Dated;Basalt / Picro-Basalt; ; ; ; ;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ;NA;692;3220;19186;146131
343080;Tecapa;stratovolcano;Unknown;El Salvador;México and Central America;El Salvador and Honduras;13.494;-88.502;1593;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;37337;80502;590144;5599535
342120;Tecuamburro;stratovolcano;-960;Guatemala;México and Central America;Guatemala;14.156;-90.407;1845;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ;Dacite; ; ; ;NA;1939;29560;313834;6874746
344040;Telica;stratovolcano;2018;Nicaragua;México and Central America;Nicaragua;12.606;-86.84;1036;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;1079;21990;327294;2982538
263231;Telomoyo;stratovolcano;Unknown;Indonesia;Indonesia;Java;-7.362;110.4;1864;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;38661;166844;2794587;25617237
261050;Telong, Bur ni;stratovolcano;1937;Indonesia;Indonesia;Sumatra;4.769;96.821;2617;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;1342;25733;125812;1631846
213030;Tenduruk Dagi;shield;1855;Turkey;Mediterranean and Western Asia;Turkey;39.356;43.874;3514;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite;Phonolite;Phono-tephrite /  Tephri-phonolite; ; ; ; ;NA;550;5060;173581;1938900
383030;Tenerife;stratovolcano;1909;Spain;Atlantic Ocean;Canary Islands;28.271;-16.641;3715;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Phonolite;Trachybasalt / Tephrite Basanite;Phono-tephrite /  Tephri-phonolite;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;NA;0;156;337660;766276
275110;Tengchong;pyroclasticcone;-5750;China;Philippines and SE Asia;Southeast Asia;25.23;98.5;2865;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ;Dacite; ; ; ;NA;153375;153375;419814;2932117
263310;Tengger Caldera;stratovolcano;2019;Indonesia;Indonesia;Java;-7.942;112.95;2329;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyandesite / Basaltic Trachyandesite;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ;NA;27826;69451;1420878;22628278
345031;Tenorio;stratovolcano;Unknown;Costa Rica;México and Central America;Costa Rica;10.673;-85.015;1916;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;436;11670;92344;943351
221292;Tepi;shield;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;7.42;35.43;2728;Intraplate / Continental crust (>25 km);Unrest / Holocene;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;63395;63395;207121;1629787
382050;Terceira;stratovolcano;2000;Portugal;Atlantic Ocean;Azores;38.73;-27.32;1023;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite; ; ;Trachyandesite / Basaltic Trachyandesite;Rhyolite; ; ;NA;2928;12299;55425;81512
373090;Theistareykir;shield;-900;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);65.833;-17.166;540;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;36;3711;25779
322070;Three Sisters;complex;440;United States;Canada and Western USA;USA (Oregon);44.133;-121.767;3159;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ;Rhyolite; ; ; ;NA;0;0;5672;279885
268061;Tidore;stratovolcano;Unknown;Indonesia;Indonesia;Halmahera;0.658;127.4;1730;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;37379;74120;320483;530066
343082;Tigre, El;stratovolcano;Unknown;El Salvador;México and Central America;El Salvador and Honduras;13.47;-88.43;1640;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;24354;112718;786750;5456104
343130;Tigre, Isla el;stratovolcano;Unknown;Honduras;México and Central America;El Salvador and Honduras;13.272;-87.641;783;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;5000;9983;156692;2725661
355105;Tilocalar;lavacone;Unknown;Chile;South America;Northern Chile, Bolivia and Argentina;-23.97;-68.13;3109;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;5;9;487;6154
256010;Tinakula;stratovolcano;2020;Solomon Islands;Melanesia and Australia;Santa Cruz Islands;-10.386;165.804;796;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Basalt / Picro-Basalt;Dacite; ; ;NA;0;19;19;20155
372040;Tindfjallajokull;stratovolcano;Unknown;Iceland;Iceland and Arctic Ocean;Iceland (southern);63.783;-19.716;1464;Rift zone / Oceanic crust (< 15 km);Evidence Uncertain;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Rhyolite;Andesite / Basaltic Andesite; ; ; ; ; ;NA;0;0;833;19159
357030;Tinguiririca;stratovolcano;1917;Chile;South America;Central Chile and Argentina;-34.814;-70.352;4280;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;10;47;1883;881383
300560;Titila;shield;-550;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;57.406;160.108;1523;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;72;2877
373100;Tjornes Fracture Zone;submarine;1868;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);66.309;-17.118;-75;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;807;22407
315060;Tlevak Strait-Suemez Is.;volcanicfield;Unknown;United States;Alaska;Alaska (eastern);55.25;-133.3;50;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;1596;6552
261090;Toba;caldera;Unknown;Indonesia;Indonesia;Sumatra;2.58;98.83;2157;Subduction zone / Continental crust (>25 km);Evidence Credible;Dacite;Rhyolite;Trachyandesite / Basaltic Trachyandesite;Andesite / Basaltic Andesite; ; ; ; ; ;NA;125908;125908;168995;3437177
268050;Todoko-Ranu;caldera;Unknown;Indonesia;Indonesia;Halmahera;1.25;127.47;979;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;366;10748;56900;631999
225001;Todra Volcanic Field;pyroclasticcone;Unknown;Niger;Africa and Red Sea;Africa (northern);17.68;8.5;1780;Intraplate / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Trachyte / Trachydacite;Phonolite; ; ; ; ; ; ;NA;362;362;927;146935
243060;Tofua;caldera;2014;Tonga;New Zealand to Fiji;Tonga Islands;-19.75;-175.07;515;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;1556;1556;1556;8789
225009;Toh, Tarso;volcanicfield;Unknown;Chad;Africa and Red Sea;Africa (northern);21.33;16.33;2000;Intraplate / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;4088
285050;Tokachidake;stratovolcano;2004;Japan;Japan, Taiwan, Marianas;Hokkaido;43.418;142.686;2077;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;12;227;60382;1373264
300240;Tolbachik;shield;2013;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;55.832;160.326;3611;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;225;10487
357093;Tolhuaca;stratovolcano;-4000;Chile;South America;Central Chile and Argentina;-38.31;-71.645;2739;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;82;494;13873;567185
351030;Tolima, Nevado del;stratovolcano;1943;Colombia;South America;Colombia;4.658;-75.33;5215;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;1660;6563;441916;4258333
342070;Toliman;stratovolcano;Unknown;Guatemala;México and Central America;Guatemala;14.612;-91.189;3158;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;5641;67361;703786;8130714
341070;Toluca, Nevado de;stratovolcano;-1350;Mexico;México and Central America;Mexico;19.108;-99.758;4680;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite; ; ; ;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite; ; ;NA;126;1240;1626432;25247342
290010;Tomariyama [Golovnin];caldera;1848;Japan - administered by Russia;Kuril Islands;Kuril Islands;43.844;145.504;535;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;1796;1796;2445;159344
224011;Tombel Graben;pyroclasticcone;Unknown;Cameroon;Africa and Red Sea;Africa (western);4.758;9.717;500;Intraplate / Continental crust (>25 km);Evidence Credible;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;234623;234623;434892;4087423
266070;Tondano Caldera;caldera;Unknown;Indonesia;Indonesia;Sulawesi;1.23;124.83;1202;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;321308;321308;903706;1558655
390026;Toney Mountain;shield;Unknown;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-75.8;-115.83;3595;Intraplate / Continental crust (>25 km);Evidence Uncertain;Trachybasalt / Tephrite Basanite; ; ; ; ;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite;Rhyolite; ;NA;0;0;0;0
241080;Tongariro;stratovolcano;2012;New Zealand;New Zealand to Fiji;New Zealand;-39.157;175.632;1978;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;27;286;7591;81567
372050;Torfajokull;stratovolcano;1477;Iceland;Iceland and Arctic Ocean;Iceland (southern);63.892;-19.122;1280;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Rhyolite;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite; ;Trachyandesite / Basaltic Trachyandesite; ; ; ;NA;0;0;7;16304
284011;Toshima;stratovolcano;-4550;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;34.52;139.279;508;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;330;331;13194;5285115
225010;Tousside, Tarso;stratovolcano;Unknown;Chad;Africa and Red Sea;Africa (northern);21.03;16.45;3265;Intraplate / Continental crust (>25 km);Evidence Credible;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite;Dacite;Rhyolite; ;Basalt / Picro-Basalt; ; ; ;NA;0;0;394;5038
